user,local_date,hr_avg,hr_std,hr_max,hr_min,subject_id,date,Q1,Q2,Q3,S1,S2,S3,S4,date-1
user02,2020-09-23,89.14623705186953,11.498300164168091,165.14,55.92,user02,2020-09-23,0,1,0,1,1,1,0,2020-09-22
user02,2020-09-25,87.1655725294497,10.079478210757232,145.95,55.57,user02,2020-09-25,1,1,0,0,0,0,0,2020-09-24
user02,2020-09-26,90.47236564775987,22.327329340767356,200.38,52.0,user02,2020-09-26,1,1,1,1,0,0,1,2020-09-25
user03,2020-08-31,66.4213907527144,11.833272302321841,132.87,49.35,user03,2020-08-31,0,0,0,0,0,1,1,2020-08-30
user03,2020-09-03,80.55047647551778,12.581201957929567,162.6,49.0,user03,2020-09-03,0,1,0,0,0,1,1,2020-09-02
user03,2020-09-04,78.54032973345589,7.008096756512838,104.13,49.0,user03,2020-09-04,0,0,0,1,1,1,0,2020-09-03
user03,2020-09-06,69.98852726106479,10.498907799765554,115.82,52.3,user03,2020-09-06,0,0,1,0,1,1,0,2020-09-05
user03,2020-09-14,92.67991966573558,22.379618575705837,174.25,53.8,user03,2020-09-14,1,1,0,1,1,1,1,2020-09-13
user03,2020-09-15,88.96389439681948,19.59506092301223,189.6,58.62,user03,2020-09-15,0,0,0,0,1,1,0,2020-09-14
user03,2020-09-17,86.2926178749388,18.123660832400713,178.45,50.0,user03,2020-09-17,1,0,0,0,1,1,0,2020-09-16
user03,2020-09-21,88.42475687155805,23.27912598226898,195.15,51.2,user03,2020-09-21,1,1,1,0,1,1,0,2020-09-20
user03,2020-09-22,87.98562996031745,18.351474585926077,177.13,49.0,user03,2020-09-22,1,1,0,0,1,1,1,2020-09-21
user03,2020-09-23,82.20236075163061,13.94803432807211,174.67,48.5,user03,2020-09-23,1,0,0,0,1,1,1,2020-09-22
user03,2020-09-24,84.49606617357777,18.46017725283349,166.47,56.0,user03,2020-09-24,1,1,0,0,1,0,1,2020-09-23
user04,2020-08-31,87.40353028980847,16.658837122243483,186.03,55.0,user04,2020-08-31,0,1,0,0,0,0,0,2020-08-30
user04,2020-09-01,82.31170591713061,16.5775284042176,189.77,58.0,user04,2020-09-01,0,1,0,1,1,1,1,2020-08-31
user04,2020-09-02,79.60568440759562,12.496619034737583,167.2,57.82,user04,2020-09-02,0,1,1,0,1,1,1,2020-09-01
user04,2020-09-03,78.99418966498703,13.93352196549194,172.58,52.77,user04,2020-09-03,0,1,0,0,0,0,0,2020-09-02
user04,2020-09-04,81.12152263866632,13.208773274591286,167.97,58.13,user04,2020-09-04,1,1,1,1,1,1,1,2020-09-03
user04,2020-09-05,82.27412372815692,13.699227730147946,133.52,49.0,user04,2020-09-05,1,1,1,1,1,1,1,2020-09-04
user04,2020-09-06,77.2850199793472,12.729167628549366,198.33,55.02,user04,2020-09-06,1,1,1,0,1,1,1,2020-09-05
user04,2020-09-07,80.39829042447319,10.207261069679072,157.83,52.0,user04,2020-09-07,0,1,1,0,0,1,0,2020-09-06
user04,2020-09-08,77.92216907437133,9.392805149687177,150.65,56.6,user04,2020-09-08,1,1,0,1,1,1,1,2020-09-07
user04,2020-09-09,71.76092972181551,3.390656837103812,85.0,61.0,user04,2020-09-09,1,1,0,0,0,0,0,2020-09-08
user04,2020-09-10,81.4912203431828,16.184404236631842,180.6,59.25,user04,2020-09-10,1,1,0,1,1,0,1,2020-09-09
user04,2020-09-11,83.05924081279723,12.608155441157095,162.95,60.47,user04,2020-09-11,0,0,0,0,0,0,1,2020-09-10
user04,2020-09-13,85.2977628871031,17.568053350562753,177.85,59.2,user04,2020-09-13,0,1,1,0,1,1,1,2020-09-12
user04,2020-09-14,83.62876992967283,12.525196373296316,141.45,60.0,user04,2020-09-14,1,1,1,1,1,1,1,2020-09-13
user04,2020-09-15,81.86862591528408,15.180148601185984,170.4,54.0,user04,2020-09-15,0,1,0,1,1,0,1,2020-09-14
user04,2020-09-16,80.94245369137727,12.071996669060582,151.3,57.0,user04,2020-09-16,1,1,0,0,1,1,1,2020-09-15
user04,2020-09-17,78.2757835808608,11.460064289553694,139.53,55.0,user04,2020-09-17,1,0,0,1,1,0,1,2020-09-16
user04,2020-09-18,81.693022089237,14.40896949879647,152.65,48.0,user04,2020-09-18,1,1,0,0,0,0,1,2020-09-17
user04,2020-09-19,73.70217692994198,11.188064305821536,146.92,48.72,user04,2020-09-19,0,1,1,0,0,0,1,2020-09-18
user04,2020-09-20,77.5692302347511,14.590044450066452,165.37,50.02,user04,2020-09-20,0,1,1,0,1,1,1,2020-09-19
user04,2020-09-21,82.10767133604459,13.850352192063795,170.88,49.0,user04,2020-09-21,1,1,0,0,1,1,1,2020-09-20
user04,2020-09-22,77.85347406163858,11.24650315251197,154.17,49.0,user04,2020-09-22,1,1,0,0,0,0,0,2020-09-21
user04,2020-09-23,82.77900029394473,13.110699139267767,162.58,59.73,user04,2020-09-23,0,1,0,0,1,1,1,2020-09-22
user04,2020-09-24,79.47397811544955,12.95762959451153,148.03,53.45,user04,2020-09-24,1,0,0,1,1,1,1,2020-09-23
user04,2020-09-25,81.70165940699985,12.422206801638266,143.15,55.0,user04,2020-09-25,1,1,0,1,1,1,0,2020-09-24
user04,2020-09-26,81.69187462686567,12.775166195253318,168.15,54.88,user04,2020-09-26,1,1,1,0,1,1,1,2020-09-25
user05,2020-08-31,97.53783333333332,4.024641090079317,104.02,89.27,user05,2020-08-31,0,1,0,0,0,0,0,2020-08-30
user05,2020-09-01,84.87014307662763,17.05856657020228,155.68,56.05,user05,2020-09-01,0,0,0,0,1,1,1,2020-08-31
user05,2020-09-02,85.11378289473684,15.8805933031423,143.82,58.03,user05,2020-09-02,1,0,0,1,1,0,1,2020-09-01
user05,2020-09-03,84.93627355072464,13.179562907339077,129.8,57.62,user05,2020-09-03,1,1,0,1,1,1,1,2020-09-02
user05,2020-09-04,84.8260890410959,12.313781540409455,151.75,58.43,user05,2020-09-04,1,1,1,0,1,0,0,2020-09-03
user05,2020-09-05,87.29180077606453,14.959999286646127,172.07,57.28,user05,2020-09-05,1,1,1,1,1,1,1,2020-09-04
user05,2020-09-06,83.3325858144405,9.364337321627042,134.38,54.98,user05,2020-09-06,0,1,0,0,0,1,0,2020-09-05
user05,2020-09-07,85.65774286429645,18.31121015399038,146.57,53.87,user05,2020-09-07,0,0,0,0,1,0,1,2020-09-06
user05,2020-09-08,87.81496511627907,16.22644446989136,129.12,54.4,user05,2020-09-08,0,1,1,0,0,0,1,2020-09-07
user05,2020-09-09,90.61608214706682,23.452068585295716,183.67,53.53,user05,2020-09-09,0,0,0,0,1,1,1,2020-09-08
user05,2020-09-10,86.19027048741296,13.12369515522638,159.58,57.37,user05,2020-09-10,0,0,0,0,1,0,1,2020-09-09
user05,2020-09-11,89.7299923710711,19.613450075180875,162.63,55.65,user05,2020-09-11,0,1,1,0,0,0,0,2020-09-10
user05,2020-09-12,83.76602413793104,12.974231990960034,160.58,54.95,user05,2020-09-12,1,0,1,0,1,1,1,2020-09-11
user05,2020-09-13,83.23432907871052,15.6404224669751,164.93,52.65,user05,2020-09-13,1,1,1,1,1,0,1,2020-09-12
user05,2020-09-14,92.03965003632841,21.344188222366682,182.13,50.0,user05,2020-09-14,1,0,0,1,0,1,0,2020-09-13
user05,2020-09-15,91.26724018315527,20.37694122860253,175.3,52.33,user05,2020-09-15,1,1,1,1,1,0,1,2020-09-14
user05,2020-09-16,90.95498186058565,19.57951419595824,151.58,53.67,user05,2020-09-16,0,1,0,0,1,0,0,2020-09-15
user05,2020-09-17,87.23422522522522,17.50915189051819,152.02,54.47,user05,2020-09-17,0,1,1,1,1,0,1,2020-09-16
user05,2020-09-18,82.77548717948717,14.02039772900146,142.03,52.8,user05,2020-09-18,0,0,0,1,0,0,1,2020-09-17
user05,2020-09-19,86.77197188755021,15.035587675043868,161.5,57.12,user05,2020-09-19,0,0,1,1,1,1,0,2020-09-18
user05,2020-09-20,89.60192368839428,20.904473203012042,156.9,54.68,user05,2020-09-20,0,0,1,0,0,0,0,2020-09-19
user05,2020-09-21,81.89731671718873,13.029266228353356,125.7,54.67,user05,2020-09-21,0,0,0,0,0,1,0,2020-09-20
user05,2020-09-22,98.03942407407408,26.307600735815182,174.17,55.95,user05,2020-09-22,0,0,0,1,1,1,0,2020-09-21
user05,2020-09-23,85.79660192865332,17.305228359050588,169.22,54.63,user05,2020-09-23,0,1,1,1,1,0,1,2020-09-22
user05,2020-09-24,84.36077469135802,15.9426192829771,134.17,54.03,user05,2020-09-24,0,0,0,0,1,1,1,2020-09-23
user05,2020-09-25,91.17556009688163,18.908866678705866,153.55,54.5,user05,2020-09-25,0,1,0,1,1,0,1,2020-09-24
user05,2020-09-26,85.39688652482269,20.662418196455636,165.45,53.12,user05,2020-09-26,0,1,1,0,0,1,0,2020-09-25
user06,2020-09-11,80.44811993846989,14.766054884731712,183.27,56.48,user06,2020-09-11,1,1,0,1,0,0,1,2020-09-10
user06,2020-09-12,81.46791172745957,16.06657425322919,160.75,52.0,user06,2020-09-12,1,0,0,0,1,0,0,2020-09-11
user06,2020-09-13,75.31424909268968,13.212667553538939,198.3,55.03,user06,2020-09-13,1,0,0,1,1,1,1,2020-09-12
user06,2020-09-14,83.92453166794594,14.368100566885996,146.15,60.62,user06,2020-09-14,1,1,0,0,0,0,1,2020-09-13
user06,2020-09-15,80.93293214862682,15.989404139527766,177.77,48.73,user06,2020-09-15,0,0,0,1,1,1,1,2020-09-14
user06,2020-09-16,82.21018465850543,16.08242021965933,167.38,56.2,user06,2020-09-16,1,0,0,1,1,0,1,2020-09-15
user06,2020-09-17,78.28711154589709,14.932348177936346,165.2,57.1,user06,2020-09-17,0,0,1,1,0,0,1,2020-09-16
user06,2020-09-18,80.39550718161506,12.53260395618197,136.5,56.32,user06,2020-09-18,1,1,0,0,0,0,0,2020-09-17
user06,2020-09-19,76.57086799321763,15.331299259176264,162.07,53.03,user06,2020-09-19,1,1,1,0,0,0,1,2020-09-18
user06,2020-09-20,82.04005378329717,13.658841967635125,153.03,59.33,user06,2020-09-20,1,0,1,1,1,1,1,2020-09-19
user06,2020-09-21,78.5313658144896,12.521035843202547,135.68,49.0,user06,2020-09-21,1,1,0,1,1,1,1,2020-09-20
user06,2020-09-22,76.56243907124163,16.2656816599143,190.82,57.13,user06,2020-09-22,1,0,0,0,1,1,1,2020-09-21
user06,2020-09-23,85.62495080956052,13.825555359107321,154.18,59.7,user06,2020-09-23,1,0,0,1,1,1,1,2020-09-22
user06,2020-09-24,85.06803418978402,20.439877408396807,181.22,54.88,user06,2020-09-24,1,1,0,0,0,0,1,2020-09-23
user06,2020-09-25,77.72934694875872,17.18708872832104,186.32,53.0,user06,2020-09-25,1,1,1,0,1,1,1,2020-09-24
user06,2020-09-26,88.57098644986449,14.853280067293953,160.08,52.0,user06,2020-09-26,1,1,1,0,1,1,0,2020-09-25
user06,2020-09-27,73.53446628987759,14.045932421733953,146.05,54.6,user06,2020-09-27,0,1,1,0,0,0,1,2020-09-26
user06,2020-09-28,72.69843823903948,13.949033151294367,163.85,50.42,user06,2020-09-28,0,0,0,0,1,0,1,2020-09-27
user06,2020-09-29,77.55451501116256,14.635265201720463,161.78,56.65,user06,2020-09-29,1,0,0,0,1,0,1,2020-09-28
user06,2020-09-30,71.54259365539028,13.97845805093341,144.13,50.27,user06,2020-09-30,0,0,0,1,0,0,0,2020-09-29
user06,2020-10-01,93.0849209415832,12.24444372337419,143.98,61.0,user06,2020-10-01,0,0,1,0,0,0,1,2020-09-30
user06,2020-10-02,68.365017310253,11.702727622781406,134.65,53.43,user06,2020-10-02,1,1,0,1,0,0,1,2020-10-01
user06,2020-10-03,72.85102844638949,12.526483227792177,131.22,51.78,user06,2020-10-03,1,0,1,1,0,0,0,2020-10-02
user06,2020-10-04,69.79590130629266,13.740134789439391,147.42,49.5,user06,2020-10-04,1,0,0,0,0,0,1,2020-10-03
user06,2020-10-05,76.59691386492115,13.921781839972281,148.4,49.0,user06,2020-10-05,1,1,1,1,1,1,1,2020-10-04
user06,2020-10-06,73.96394285847887,11.52220952315352,140.5,52.5,user06,2020-10-06,0,1,1,0,0,0,0,2020-10-05
user06,2020-10-07,76.29987228884367,13.028542868057492,166.42,55.55,user06,2020-10-07,0,1,0,0,0,0,0,2020-10-06
user07,2020-08-31,72.12606571165011,12.392132726967203,135.93,53.53,user07,2020-08-31,1,1,1,0,1,1,1,2020-08-30
user07,2020-09-01,92.324163213628,17.594833018756194,198.23,52.97,user07,2020-09-01,1,1,0,0,1,1,0,2020-08-31
user07,2020-09-03,88.6421686692768,16.15002185989551,165.15,53.58,user07,2020-09-03,1,1,0,0,1,1,1,2020-09-02
user07,2020-09-04,91.38444276031687,16.574207786700192,198.53,55.55,user07,2020-09-04,0,1,1,0,0,1,0,2020-09-03
user07,2020-09-05,84.2927399632457,15.165071603773029,154.75,54.03,user07,2020-09-05,0,1,0,0,0,0,1,2020-09-04
user07,2020-09-06,87.36066467579843,14.117072228669448,147.78,55.47,user07,2020-09-06,0,0,0,0,0,0,1,2020-09-05
user07,2020-09-07,85.13486355438607,16.145121938451464,164.78,52.75,user07,2020-09-07,1,0,0,0,0,0,1,2020-09-06
user07,2020-09-08,90.93359470828747,19.23147436464624,180.33,53.57,user07,2020-09-08,0,1,0,0,0,0,0,2020-09-07
user07,2020-09-09,90.17704696802646,17.706404362812794,165.82,48.0,user07,2020-09-09,0,0,0,0,0,0,1,2020-09-08
user07,2020-09-10,91.6068895839758,25.109370345984406,205.72,49.72,user07,2020-09-10,1,1,1,1,1,1,0,2020-09-09
user07,2020-09-11,85.26156189112888,17.659633199168084,138.92,53.35,user07,2020-09-11,0,1,1,0,1,1,1,2020-09-10
user07,2020-09-12,86.47771848714432,19.04197484086225,174.98,51.68,user07,2020-09-12,1,1,1,0,1,1,0,2020-09-11
user07,2020-09-13,84.59015727618389,16.972182580990385,157.32,54.68,user07,2020-09-13,1,1,0,0,1,1,1,2020-09-12
user07,2020-09-15,98.37165364410895,26.224197439451252,190.25,46.63,user07,2020-09-15,1,1,0,0,1,1,1,2020-09-14
user07,2020-09-21,86.70897704450326,18.37687976988343,208.05,44.03,user07,2020-09-21,1,0,0,0,1,1,1,2020-09-20
user07,2020-09-22,91.30460176299279,19.584077714433334,192.9,53.43,user07,2020-09-22,1,1,1,0,1,1,1,2020-09-21
user07,2020-09-23,89.7349671592775,16.258849707324615,155.65,52.67,user07,2020-09-23,0,1,0,0,0,1,1,2020-09-22
user07,2020-09-24,108.03749022979522,22.836446444962792,182.87,54.02,user07,2020-09-24,1,0,1,1,1,1,1,2020-09-23
user07,2020-09-25,80.66952604241811,13.951140967384136,154.95,54.45,user07,2020-09-25,0,1,1,0,1,1,1,2020-09-24
user07,2020-09-26,90.29417921790797,18.17689337922947,165.9,39.88,user07,2020-09-26,0,1,1,0,0,0,1,2020-09-25
user08,2020-08-31,84.30865873571263,14.73694594712854,163.87,55.5,user08,2020-08-31,1,1,1,0,0,0,1,2020-08-30
user08,2020-09-01,82.81256893573287,14.498054543627505,142.55,49.0,user08,2020-09-01,1,1,1,0,1,0,1,2020-08-31
user08,2020-09-05,85.57165062272257,13.897435949593564,161.88,49.0,user08,2020-09-05,1,1,1,0,0,0,1,2020-09-04
user08,2020-09-06,88.11399608542688,14.03277617842027,162.0,60.43,user08,2020-09-06,1,1,1,0,1,1,1,2020-09-05
user08,2020-09-09,82.51609527841529,15.723619055047685,161.57,51.0,user08,2020-09-09,0,0,0,1,1,0,1,2020-09-08
user08,2020-09-10,84.94277954781006,15.30282776016768,198.97,56.5,user08,2020-09-10,0,0,1,0,1,1,1,2020-09-09
user08,2020-09-14,86.97046798180298,18.796639732746275,202.3,55.58,user08,2020-09-14,1,1,1,0,1,0,1,2020-09-13
user08,2020-09-15,85.39484826960262,15.266782507203034,180.22,53.0,user08,2020-09-15,1,1,0,0,1,1,1,2020-09-14
user08,2020-09-17,90.2398307315468,14.267630785515903,153.4,49.0,user08,2020-09-17,1,1,1,0,0,1,0,2020-09-16
user08,2020-09-18,83.1161331935822,15.002514642102476,162.57,56.77,user08,2020-09-18,1,1,1,1,1,1,0,2020-09-17
user08,2020-09-19,86.94876530941126,14.056407761028245,156.58,50.68,user08,2020-09-19,1,1,1,0,1,1,0,2020-09-18
user08,2020-09-21,88.82051396731798,16.151990447174082,170.98,55.22,user08,2020-09-21,1,1,1,0,0,0,1,2020-09-20
user08,2020-09-22,144.2027908986175,37.655439678523805,207.48,55.0,user08,2020-09-22,0,1,1,0,0,0,0,2020-09-21
user08,2020-09-23,86.78240119208117,16.499546535040373,179.23,55.9,user08,2020-09-23,1,1,1,0,1,1,1,2020-09-22
user08,2020-09-24,85.87914509047638,15.964270800313907,153.43,55.02,user08,2020-09-24,1,1,0,0,1,1,1,2020-09-23
user09,2020-08-31,88.55863913999512,11.685170976450802,142.07,59.42,user09,2020-08-31,1,0,0,0,1,1,1,2020-08-30
user09,2020-09-01,85.99487975477219,12.174777453484024,159.85,49.0,user09,2020-09-01,0,0,0,0,0,0,1,2020-08-31
user09,2020-09-02,80.81288156983074,10.789331433673654,172.25,54.82,user09,2020-09-02,0,0,1,0,0,1,0,2020-09-01
user09,2020-09-03,82.70695264623956,15.853521693190164,166.48,55.07,user09,2020-09-03,0,1,1,0,0,1,0,2020-09-02
user09,2020-09-04,90.9314613243944,13.599698788806684,177.22,56.58,user09,2020-09-04,0,1,1,0,0,0,1,2020-09-03
user09,2020-09-05,95.18632010943912,13.739975033496362,158.33,65.87,user09,2020-09-05,0,0,0,0,0,1,0,2020-09-04
user09,2020-09-06,89.90389221061342,14.060739660137926,180.43,54.0,user09,2020-09-06,1,0,1,0,0,0,0,2020-09-05
user09,2020-09-07,80.29428840289688,11.497559747458912,152.07,49.0,user09,2020-09-07,0,0,1,0,0,0,0,2020-09-06
user09,2020-09-08,91.8000238887209,13.519475119991464,161.72,53.0,user09,2020-09-08,1,1,1,0,1,1,0,2020-09-07
user09,2020-09-09,85.44290366972477,17.82940521112979,184.3,54.57,user09,2020-09-09,1,1,1,0,0,0,0,2020-09-08
user09,2020-09-10,82.54687873936126,12.90371513036912,140.83,51.37,user09,2020-09-10,1,0,0,0,0,0,1,2020-09-09
user09,2020-09-11,86.39362309583879,13.193278970433738,173.62,57.12,user09,2020-09-11,1,0,1,0,0,0,1,2020-09-10
user09,2020-09-12,87.65817061213055,14.22268016178736,157.05,57.87,user09,2020-09-12,0,1,1,0,0,0,1,2020-09-11
user09,2020-09-13,88.74479511209114,12.093805938502308,148.7,59.23,user09,2020-09-13,1,0,1,0,1,0,1,2020-09-12
user09,2020-09-14,79.81271278339597,15.268541022912848,166.2,48.0,user09,2020-09-14,1,0,1,0,1,1,1,2020-09-13
user09,2020-09-15,88.64392408104429,22.99665674287687,199.3,58.47,user09,2020-09-15,1,1,1,0,0,0,0,2020-09-14
user09,2020-09-16,83.5915908404326,13.670282126802334,131.8,55.92,user09,2020-09-16,1,1,1,0,1,1,1,2020-09-15
user09,2020-09-17,84.6613214373014,10.76121839725625,132.42,57.48,user09,2020-09-17,0,0,1,0,0,0,1,2020-09-16
user09,2020-09-19,90.9225192058266,13.298425670316364,160.43,58.13,user09,2020-09-19,1,1,0,0,1,0,1,2020-09-18
user09,2020-09-20,89.59537637880011,12.339678723298578,150.83,59.38,user09,2020-09-20,1,0,0,0,1,1,1,2020-09-19
user09,2020-09-22,87.62597246376811,12.285350699272515,143.7,56.8,user09,2020-09-22,1,0,0,1,0,1,0,2020-09-21
user09,2020-09-23,85.40609561483585,11.007122288679996,135.43,56.52,user09,2020-09-23,1,1,1,0,0,1,1,2020-09-22
user09,2020-09-24,84.85516877327063,12.417659777359596,153.05,54.58,user09,2020-09-24,1,1,1,0,1,1,1,2020-09-23
user09,2020-09-25,86.70627429149798,13.290865932601593,172.88,56.27,user09,2020-09-25,0,0,0,0,0,0,1,2020-09-24
user09,2020-09-26,88.41182094594595,12.968642300939655,138.77,56.13,user09,2020-09-26,1,0,0,0,1,1,1,2020-09-25
user10,2020-09-05,92.06785091575092,15.393300466183836,155.47,67.18,user10,2020-09-05,0,0,0,0,0,1,0,2020-09-04
user10,2020-09-06,94.72513809030069,19.831942563154126,188.2,57.0,user10,2020-09-06,1,1,1,0,0,1,1,2020-09-05
user10,2020-09-07,80.56046748514524,10.494322217082242,142.15,57.82,user10,2020-09-07,1,0,0,0,1,0,1,2020-09-06
user10,2020-09-08,79.95735606532048,11.05294116348843,123.17,55.53,user10,2020-09-08,1,0,0,0,0,0,0,2020-09-07
user10,2020-09-09,81.30647011144885,10.74594736317839,131.28,49.0,user10,2020-09-09,1,0,0,0,0,0,1,2020-09-08
user10,2020-09-10,88.89932137947764,16.394140719619244,156.23,55.25,user10,2020-09-10,0,1,1,0,1,1,1,2020-09-09
user10,2020-09-11,84.06005655185501,11.960956094858979,144.72,55.78,user10,2020-09-11,0,0,0,0,0,0,0,2020-09-10
user10,2020-09-12,85.29415182874246,19.35686710338251,187.25,54.1,user10,2020-09-12,1,1,1,0,1,0,1,2020-09-11
user10,2020-09-13,90.9229005388168,9.048276834471965,143.77,56.0,user10,2020-09-13,1,1,1,0,0,0,1,2020-09-12
user10,2020-09-14,82.21783738974733,11.324226022252125,152.63,55.12,user10,2020-09-14,0,0,1,0,1,1,1,2020-09-13
user10,2020-09-15,86.40427783810877,13.984243416042576,171.7,56.72,user10,2020-09-15,0,1,1,0,1,0,1,2020-09-14
user10,2020-09-16,83.19556960922664,13.63215704334445,163.12,55.0,user10,2020-09-16,1,0,0,0,0,0,0,2020-09-15
user10,2020-09-17,76.11961259079904,11.743956815577068,175.05,50.12,user10,2020-09-17,1,1,1,0,0,0,1,2020-09-16
user10,2020-09-19,80.87813583868692,10.52358641926337,120.33,55.17,user10,2020-09-19,0,1,1,0,1,0,1,2020-09-18
user10,2020-09-20,83.85596217267526,17.526241661990397,194.55,57.8,user10,2020-09-20,1,1,1,1,0,0,0,2020-09-19
user10,2020-09-21,88.94681227576845,18.261804834497987,180.05,55.25,user10,2020-09-21,0,1,1,0,1,1,1,2020-09-20
user10,2020-09-22,85.74011453214322,16.831265919153182,164.97,54.52,user10,2020-09-22,0,1,1,0,1,1,1,2020-09-21
user10,2020-09-23,81.69765918196217,11.580988274683346,138.1,51.08,user10,2020-09-23,1,0,0,0,0,0,1,2020-09-22
user10,2020-09-24,81.45084578139486,10.36703939066236,134.43,52.87,user10,2020-09-24,0,0,0,0,1,0,1,2020-09-23
user10,2020-09-25,85.96466723313077,14.021462962069458,168.5,54.33,user10,2020-09-25,1,1,1,1,1,1,1,2020-09-24
user10,2020-09-26,94.03065596330275,12.760753327286997,153.72,58.3,user10,2020-09-26,0,1,1,0,1,1,1,2020-09-25
user11,2020-08-31,86.36664712950929,18.701266151648593,176.12,51.32,user11,2020-08-31,0,1,1,0,1,1,1,2020-08-30
user11,2020-09-01,85.56035540893812,19.540100107060702,179.77,49.0,user11,2020-09-01,1,0,0,1,1,1,0,2020-08-31
user11,2020-09-02,81.6649377715735,17.619107611971483,190.85,54.33,user11,2020-09-02,0,0,0,0,1,1,1,2020-09-01
user11,2020-09-03,82.30457937488606,18.15896347090931,199.87,56.0,user11,2020-09-03,0,0,0,0,1,1,1,2020-09-02
user11,2020-09-04,83.9138029308212,14.72041231743768,153.75,55.97,user11,2020-09-04,1,0,0,0,1,1,1,2020-09-03
user11,2020-09-08,88.3992291407223,16.13773768234277,180.07,55.88,user11,2020-09-08,0,0,1,0,0,1,1,2020-09-07
user11,2020-09-09,81.92168085906775,18.141406259333436,194.32,48.0,user11,2020-09-09,1,0,1,0,0,1,0,2020-09-08
user11,2020-09-11,85.80232187679111,19.279495986253078,182.08,53.82,user11,2020-09-11,1,1,1,0,1,1,1,2020-09-10
user11,2020-09-12,82.89983744533377,17.60223372899046,160.67,48.97,user11,2020-09-12,1,1,1,0,1,1,1,2020-09-11
user11,2020-09-13,85.9287565849228,21.00173333019667,196.13,47.17,user11,2020-09-13,1,0,0,0,1,1,1,2020-09-12
user11,2020-09-14,84.64119600504539,14.248057645707847,163.2,52.0,user11,2020-09-14,0,0,1,0,1,1,1,2020-09-13
user11,2020-09-15,83.411700368977,17.966993691345568,180.18,52.58,user11,2020-09-15,1,0,1,0,1,1,1,2020-09-14
user11,2020-09-16,89.18705748402158,18.640723731232256,190.9,54.27,user11,2020-09-16,1,0,1,0,1,1,1,2020-09-15
